Vendor ID,Vendor Name,Inactive,Contact,Address-Line One,Address-Line Two,City,State,Zip,Country,Vend Type,1099 Type,Telephone 1,Telephone 2,Fax Number,Vendor E-mail,Vendor Web Site,Expense Account,Tax ID Number,Account Number,Ship Via,Use Standard Terms,C.O.D. Terms,Prepaid Terms,Terms Type,Due Days,Discount Days,Discount Percent,Credit Limit,Due Month End Terms,Name Long,Address Long,Special Note,Tax ID,Branch,Vendor Since Date,ID Replacement,Use Payment Settings,Vendor Payment Method,Vendor Cash Account
LDOCTOR01,DOCTOR LASER SERVICE CO.LTD,FALSE,,,,,,,,L,0,038-481079,,038481081,dachacompoo_29@hotmail.com,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,12/8/11,0,TRUE,,
LDOILUA01,"Doiluan Maketting & Consultant Co,.Ltd.",FALSE,,"64/459 M.11, Ban Tanarom,","Soi 3, Ladsawai,  Lamlukka,",Pathumthani,,12150,Thailand,,0,02-9928294,02-9917982,02-9928295,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/11/06,0,TRUE,,
LDOLLAY01,"Dollayawat Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LDOUBLE01,"Double D Intertrade Co., Ltd.",FALSE,,,,,,,,L,0,0-2627-5338,0-2979-5881,0-2627-5191,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LDOUYEE01,"Dou Yee Enterprises (Thailand) Co., Ltd",FALSE,,,,,,,,L,0,02-9540841-3,,02-9540840,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LDOWAME01,"Dowa Metaltech (Thailand) Co.,Ltd.",FALSE,,177/1 Moo.7,"T.Huasamrong,A.Plaengyao",Chachoengsao,,24190,Thaiand,L,0,038-575715-8,,038-575684,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/12/09,0,TRUE,,
LDSLASI01,"DSL Asia-Pacific Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LDSTOWE01,D.S. Tower 2,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LDU&LIN01,"DU & LIN Co., Ltd.",FALSE,,,,,,,,L,0,02-5335320,02-5335771,02-5334662,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LDUBUIT01,Dubuit Far East Ltd.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LDUCKHA01,"Duckhams Oils (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LDUMRON01,"Dumrongchai Safe & Steel Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LDUPONT01,DU Pont Kabushiki Kaisha (DKK),FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEASEIN01,"Ease International Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEASYCO01,"EASY CONTAINER CO.,LTD.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,2/23/12,0,TRUE,,
LEBUSIN01,"E-Business Plus Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LECCTHA01,"ECC (Thailand) Ayutthaya Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LECGOCO01,"Ecgo Corporation (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LECONIN01,"Econ Intertrade Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LEKIGRO01,"E-KI Group Ltd.,Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEKISER01,"Eki Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LEKJSER01,"E.K.J Service Engineering Ltd.,Part",FALSE,,7/18 Moo.13 T.Bangkaew,A.Bangpee,Samuthprakarn,,10540,Thailand,L,0,02-7527839,,02-7527839,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,4/25/08,0,TRUE,,
LELECTR01,"Electronics Tools Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LELECTR02,Electromechanical Machinery Solution Co,FALSE,,"37/7 Phrayasurein Rd.,","Bangchan, Klongsamwa,",Bangkok,,10510,Thailand,L,0,02-9292006,,02-9554492,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LEMERCH01,"E-Merchant Co.,Ltd.",FALSE,Ms.Tassawan,"17th Floor, Central Tower",7/129 Bangkok,10700,,,Thailand,L,0,02-8849922,0814092001,02-8849166,rattana@e-merchant.co.th,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/29/17,0,TRUE,,
LEMPIRE01,"Empire Supply Ltd., Part.",FALSE,,,,,,,,L,0,,02-3931179,02-3988394,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LEMPLOM01,Emploment Agency Pasona (Thailand),FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEMPORI01,Emporium Tower Property Fund,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEMPORI02,Emporium Department Store,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LENGINE01,"Engineering Computer Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LENGINE02,Engineering Spare Part.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LENPLAS01,"Enplas Precision (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LENSHIN01,"Enshin Industry Co., Ltd.",FALSE,"K.Somboon, K.Paveena",188/188 Moo 4 T.Bangphriang,A.Bangbor,Samuthprakarn,,10560,Thaiand,L,0,02-1364281-3,,02-1364284,esipress@truemail.co.th,paweena@enshin-th.com,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/22/11,0,TRUE,,
LENVIRO01,Environmental & Resoruce Development,FALSE,,"34/304-5 M.5,Soi watpaikeal,","Songprapa Rd.,srikan,Donmung",Bangkok,,10210,Thailand,L,0,02-9833045-6,,02-9833020,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LEPEPAC01,"EPE Packaging (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEPF00001,EPF.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEPSTAT01,E.P. Stationery,FALSE,,,,,,,,L,0,035-322982-3,,035-322984,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LESCOTH01,"Esco-Thai Co.,Ltd.",FALSE,,"1018,1020,1022 Srinakarin Rd.",Suanluang,Bangkok,,10250,Thailand,,0,02-322-9022-4,02-721-5292-6,02-322-4412,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/8/07,0,TRUE,,
LESECOC01,"Eseco Corporation (Thai) Co., Ltd.",FALSE,,,,,,,,L,0,02-7400744,,02-7400728,eseco@ksc15.th.com.,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LESECOT01,"Eseco (Thai) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LETERNA01,"Eternal Plastics Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LETSUPP01,"E.T. Supply & Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEUROCA01,"Eurocrane (Asia) Co.,Ltd.",FALSE,,"947/56 11th Fl, Todsapol Land4","Bangna -Trad Rd., Bangna,",Bangkok,,10260,Thailand,,0,02-3616291-4,,02-3616295,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/23/06,0,TRUE,,
LEUROIN01,Euro Inn Hotel,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEXCELL01,"Excellent Graphic Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,0,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LEXCELS01,"Excel Solution Co., Ltd",FALSE,,,,,,,,L,0,0-2928-4883,,0-2928-4882,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LEXXONT01,"Exxonthaioil (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,02-9837041,,02-9837042,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LF-1TOO01,"F-1 Tool Co.,Ltd.",FALSE,,"25/7-8  Moo 5, Reabklong 8,",Lumlukka  A.Lumlukka,Prathumthanee,,12150,Thailand,L,0,02-9871837-9,,02-9871840,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFACTOR01,Factory Products Centre,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFACTOR02,"Factory Max Co.,Ltd.",FALSE,,"6/151,153,155,157 Moo 7","T.Bangmung, A.Mung,",Samutprakarn,,,Thailand,L,0,02-7599100,,02-7599009,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFAMERB01,Famer Bank Ltd.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFANUCT01,Fanuc Thai Limited,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,30,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LFDICOR01,FDI Corporation Limited,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,30,0,0.00000,0.00,FALSE,,,,,,,0,TRUE,,
LFDIPAC01,"FDI Pack & Logistics Co.,Ltd.",FALSE,,"2/577 Moo.1 , Klongsee",Klongluang,Pathumthanee,,12120,Thailand,L,0,"02-9048306,029049114",,02-9048306,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFDISOF01,"FDI Software (Thailand) Co.,Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFDMTEC01,"FDM TECHNOLOGY Co., Ltd.",FALSE,,,,,,,,L,0,0-2719-5250,,0-2719-5251,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFEDERA01,Federal Express Corporation,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFINEPL01,"Fine Plas 21 (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFIRSTC01,First Comm Service Limited,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFISCHE01,"Fischer-Aapico Co.,Ltd.",FALSE,,109/519 M.7 Klongsong,"Klongluang, Pathumthani 12120",,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFISCHE02,"FISCHER TECH (THAILAND)CO.,LTD.",FALSE,,109/519-520 Moo 7 Klongsong,klongluang Patumtanee,12120,,,,,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/24/08,0,TRUE,,
LFLEXIB01,"Flexible Technology Nitto Co.,Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFORKLI01,Forklift Tokyo Part Center,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFSKTHA01,"FSK (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,035-350766-8,035-350956-8,035-350769,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFTSTRA01,"F T S Transport Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUGENT01,"Fugen (Thailand) Co.,Ltd.",FALSE,,75/87 M.11 Phahoyothin Rd.,T.Klong Neung A.Klong Luang,Pathumthani,,,Thailand,L,0,02-9081850-1,,02-9081852,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,70,0,0.00000,"999,999,999.00",FALSE,,,,,,6/22/10,0,TRUE,,
LFUJICH01,"Fuji Chemi Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUJIKA01,Fuji Kaikei Ltd.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUJISE01,"Fujiseiko(Thailand)Co.,Ltd.",FALSE,K.Supaporn,"101 Moo.1,Hi-Tech Industrial","Estate,Asian Highway K.M.59-60",",Banlen,Bang Pa In,",,Ayutthaya,13160 Thailand,L,0,035350766-8 Ext 103,,035350769,supaporn_sale@fskt.co.th,jaruwan_sale@fskt.co.th,3121-0000-0,,082-6675153,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,4/29/15,0,TRUE,,
LFUJITE01,"Fujitech Katsu Co.,Ltd.",FALSE,,"2629/2 Sukhumwit Rd,",Bangchak Phrakhanong,Bangkok,,10260,Thaiand,,0,02-7985511,,02-7493303,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/13/08,0,TRUE,,
LFUJITO01,"Fuji Tours (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUJITS01,Fujitsu Systems Business (Thailand) Ltd,FALSE,,,,,,,,L,0,02-5001500,,02-5001566,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUKUGO01,"Fukugo Shizai (Thailand) Co.,Ltd.",FALSE,,25/12 Moo.12  T.Buengkhamproy,A.Lumlukka,Prathumthani,,12150,Thailand,L,0,02-1527250-59,,02-1527260,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,10/15/08,0,TRUE,,
LFULIJA01,"Fulijaya Inter-Pack Co., Ltd.",FALSE,,,,,,,,L,0,02-7361823,,02-7361691,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUTABA01,Futaba JTW (Thailand) Ltd.,FALSE,,,,,,,,L,0,038-522272-4,"#080,#081",038-522275,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUTURE01,"Future Maxcanic Co., Ltd.",FALSE,,,,,,,,L,0,02-5794858,02-5797258,02-5796695,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUTURE02,"Future Supreme Co., Ltd.",FALSE,,,,,,,,L,0,02-7352330,,02-7352333,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LFUTURE03,"Future Pack Co.,Ltd",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/4/11,0,TRUE,,
LFUTURE04,"Future Pack Co.,Ltd.",FALSE,,"117/24 Moo 3. Teparak Rd.,","Bangplee-Yai, Bangplee",Samuthprakarn,,10540,THAILAND,L,0,02-7575042-6,,02-7575047,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,10/27/11,0,TRUE,,
LG.PLAS01,"G.Plastic  Co.,LTD",FALSE,K.Aun,42/11  M.1  Soi.Taweesap,T.Clongjed  A.Clongloung,12120,,,PATHUMTHANI,L,0,,,,gplastic@ymail.com,,3121-0000-0,,086-533-3688,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,2/7/12,0,TRUE,,
LGALAXY01,"Galaxy Container Co., Ltd..",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGARAMP01,Garam printing,FALSE,,,,,,,,L,0,035-243583,,035-243583,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGESSWE01,"Gessweinsiam Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGGRACE01,"G-Grace Trading Co., Ltd.",FALSE,K.Prawat  Makornkhan,64 Soi  Phuttha monthon,"sai 2, Soi 11,Bangpai, Bangkae",Bangkok,,10160,Thailand,L,0,02-8031141-3,,02-8031260,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGLOBAL01,"Global Work Co.,Ltd.",FALSE,,"93/18-20 M.14, Kingkeaw Rd.,","Pachadhewa, Bangplee,",Samutprakan,,10540,Thailand,L,0,02-7388808-11,,02-7388812,,,3121-0000-0,,,0,FALSE,FALSE,FALSE,FALSE,60,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGLOVET01,"Glove Tex Co., Ltd.",FALSE,,"11 M.5, Soi Klongmadue 17,","Settakij 1 Rd., Donkaidee,","Krathumban,",,,Samutsakhon,,0,0-3447-3151,0-3447-3162,0-3447-3911,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/23/06,0,TRUE,,
LGOFORI01,"Go-For-It Co., Ltd.",FALSE,,,,,,,,L,0,02-4400460,,02-4400467,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGOKOSP01,"Goko Spring (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,02-529-3740-2,,02-908-7281-2,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGOLDEN01,"Golden paper Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGOLDGE01,Goldgear Engineering and Supply,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGOLDMA01,"Gold Machinery Products Co., Ltd.",FALSE,,,,,,,,L,0,02-2805316,22805317,02-2800599,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGOODMO01,"Goodmorning Co., Ltd.",FALSE,,,,,,,,L,0,02-9943870,02-9943871,02-9943872,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRACEG01,"Grace Greeting Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRANDA01,Grand Air Service,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRANDM01,"Grand Mind Print Ltd., Part.",FALSE,,,,,,,,L,0,02-5099652,,02-5103368,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRANDP01,Grand President,FALSE,,"14,16 Sukhumvit Soi 11,",Bangkok,10110,,,,L,0,02-6511200,,02-6511260-2,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRANDP02,"Grandpolymers Inter Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRANDT01,"GRAND TOWER ENTERPRISE CO.,LTD.",FALSE,,22/1 Sukhumvit Soi 53,Klong Tonnua,"Vadhana,Bangkok",,10110,Thailand,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGRANDW01,"Grand World Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGREAT02,"Great Shank Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGREAT03,"Great Toner Ltd., Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGREATI01,"Great Impex Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LGREEN&01,Green & Clean Land Scrap Ltd.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
